Date,Open,High,Low,Close,Adj Close,Volume
2019-06-24,64.000000,64.269997,62.860001,63.759998,63.759998,2282000
2019-06-25,63.759998,64.269997,62.660000,64.040001,64.040001,2060300
2019-06-26,64.320000,64.639999,62.770000,62.970001,62.970001,1913500
2019-06-27,63.520000,65.360001,63.139999,65.269997,65.269997,3734500
2019-06-28,65.199997,66.639999,64.440002,65.709999,65.709999,6317400
2019-07-01,66.000000,66.099998,61.500000,62.000000,62.000000,4446100
2019-07-02,62.889999,62.900002,60.250000,60.349998,60.349998,3037500
2019-07-03,60.639999,61.200001,60.380001,60.599998,60.599998,1246900
2019-07-05,60.709999,60.880001,58.750000,59.389999,59.389999,3331800
2019-07-08,59.310001,60.090000,58.500000,59.790001,59.790001,2792300
2019-07-09,59.790001,62.120998,59.779999,61.830002,61.830002,3091200
2019-07-10,62.279999,62.740002,61.430000,62.299999,62.299999,2337800
2019-07-11,62.310001,62.660000,61.110001,61.849998,61.849998,1923200
2019-07-12,61.849998,64.599998,60.619999,64.250000,64.250000,5665200
2019-07-15,64.389999,64.989998,63.820000,64.790001,64.790001,1921800
2019-07-16,64.330002,65.459999,64.153000,64.800003,64.800003,1806900
2019-07-17,64.500000,65.260002,63.330002,65.169998,65.169998,1597100
2019-07-18,65.000000,66.129997,64.570000,66.000000,66.000000,1894200
2019-07-19,66.220001,68.330002,66.150002,67.449997,67.449997,3734900
2019-07-22,67.220001,67.385002,65.730003,66.000000,66.000000,1915300
2019-07-23,66.250000,66.489998,64.830002,64.930000,64.930000,1492400
2019-07-24,64.930000,65.779999,64.489998,65.230003,65.230003,1427500
2019-07-25,65.529999,65.629997,64.629997,65.010002,65.010002,1047000
2019-07-26,65.230003,66.699997,65.230003,65.519997,65.519997,1911000
2019-07-29,65.739998,65.989998,62.939999,64.029999,64.029999,2179200
2019-07-30,63.799999,63.939999,61.680000,62.459999,62.459999,2619200
2019-07-31,62.509998,62.830002,60.365002,60.869999,60.869999,2230400
2019-08-01,60.610001,61.310001,59.590000,59.770000,59.770000,2278400
2019-08-02,59.500000,59.599998,57.139999,58.610001,58.610001,2253300
2019-08-05,57.439999,59.694000,56.299999,59.509998,59.509998,2487200
2019-08-06,59.790001,60.799999,57.160000,58.700001,58.700001,2849700
2019-08-07,58.000000,61.439999,57.660000,60.290001,60.290001,8786600
2019-08-08,65.500000,65.919998,61.500000,62.099998,62.099998,13257200
2019-08-09,61.689999,61.950001,58.119999,59.119999,59.119999,8687400
2019-08-12,58.509998,58.599998,55.709999,56.180000,56.180000,5457100
2019-08-13,56.000000,58.490002,54.389999,58.080002,58.080002,4367100
2019-08-14,56.520000,57.230000,53.660000,54.490002,54.490002,4097000
2019-08-15,54.990002,54.990002,52.070000,52.799999,52.799999,5202900
2019-08-16,53.020000,53.759998,52.150002,52.470001,52.470001,6013500
2019-08-19,51.599998,53.549999,50.509998,51.680000,51.680000,26211300
2019-08-20,51.470001,54.419998,51.110001,53.650002,53.650002,11093600
2019-08-21,53.810001,54.689999,52.860001,54.150002,54.150002,6535700
2019-08-22,53.540001,54.330002,51.279999,51.360001,51.360001,6492100
2019-08-23,51.360001,51.560001,48.220001,49.110001,49.110001,9548600
2019-08-26,50.200001,51.500000,49.720001,51.209999,51.209999,7189600
2019-08-27,51.240002,51.299999,48.720001,49.610001,49.610001,6308100
2019-08-28,49.310001,49.480000,48.220001,48.840000,48.840000,4792300
2019-08-29,49.349998,50.200001,48.639999,49.730000,49.730000,5729600
2019-08-30,49.860001,49.939999,47.869999,48.970001,48.970001,5593700
2019-09-03,48.230000,48.950001,45.400002,45.419998,45.419998,9135200
2019-09-04,45.700001,46.799999,44.750000,46.349998,46.349998,8567100
2019-09-05,47.700001,47.810001,46.060001,46.400002,46.400002,8452200
2019-09-06,46.650002,46.650002,44.119999,44.500000,44.500000,9667700
2019-09-09,44.509998,45.160000,44.009998,44.380001,44.380001,11125300
2019-09-10,44.049999,46.040001,43.410000,45.450001,45.450001,7963900
2019-09-11,45.250000,49.150002,45.099998,46.529999,46.529999,13488800
2019-09-12,46.720001,47.459999,46.000000,46.990002,46.990002,5028600
2019-09-13,46.889999,46.990002,46.009998,46.099998,46.099998,4094100
2019-09-16,46.630001,49.000000,46.549999,47.790001,47.790001,8634800
2019-09-17,48.310001,48.419998,46.820000,48.060001,48.060001,4336500
2019-09-18,47.750000,47.869999,45.830002,46.619999,46.619999,8006500
2019-09-19,46.830002,48.382999,46.630001,47.279999,47.279999,7964200
2019-09-20,47.450001,47.500000,45.910000,46.430000,46.430000,15210500
2019-09-23,46.310001,46.630001,45.000000,45.310001,45.310001,6581900
2019-09-24,45.250000,45.320000,41.700001,41.880001,41.880001,9873800
2019-09-25,41.970001,42.029999,40.310001,41.779999,41.779999,9831400
2019-09-26,41.669998,42.137001,40.669998,41.900002,41.900002,5504000
2019-09-27,42.889999,42.900002,40.860001,41.349998,41.349998,6425000
2019-09-30,41.410000,41.590000,40.560001,40.840000,40.840000,3910300
2019-10-01,40.820000,40.959999,38.680000,39.570000,39.570000,8109700
2019-10-02,38.630001,39.305000,37.919998,38.389999,38.389999,7859300
2019-10-03,38.439999,39.660000,38.009998,39.520000,39.520000,5126400
2019-10-04,39.380001,39.740002,38.320000,39.160000,39.160000,3677600
2019-10-07,39.549999,40.130001,39.113998,39.240002,39.240002,3901800
2019-10-08,38.799999,39.240002,38.070000,38.660000,38.660000,3318200
2019-10-09,38.700001,38.750000,38.009998,38.200001,38.200001,4088800
2019-10-10,38.389999,38.700001,37.068001,37.700001,37.700001,7305600
2019-10-11,37.900002,39.919998,37.900002,39.485001,39.485001,6901000
2019-10-14,39.930000,40.310001,39.250000,39.799999,39.799999,4574400
2019-10-15,39.799999,41.180000,39.650002,41.080002,41.080002,5675800
2019-10-16,40.900002,41.020000,39.849998,40.509998,40.509998,4502600
2019-10-17,40.529999,42.070000,40.209999,41.669998,41.669998,6167400
2019-10-18,41.610001,41.660000,40.349998,40.790001,40.790001,5511300
2019-10-21,41.250000,41.669998,40.570000,40.880001,40.880001,3016400
2019-10-22,41.150002,45.360001,40.060001,43.560001,43.560001,19543800
2019-10-23,43.669998,44.189999,42.880001,43.080002,43.080002,4773400
2019-10-24,43.009998,43.750000,42.119999,43.720001,43.720001,4101700
2019-10-25,43.709999,44.680000,43.380001,44.540001,44.540001,5057100
2019-10-28,44.680000,44.779999,43.549999,44.419998,44.419998,4596300
2019-10-29,44.250000,44.250000,42.580002,43.680000,43.680000,3763800
2019-10-30,43.450001,44.209999,43.000000,44.110001,44.110001,7938500
2019-10-31,45.630001,45.820000,41.160000,41.439999,41.439999,16193000
2019-11-01,41.700001,43.320000,41.580002,42.980000,42.980000,7492200
2019-11-04,43.000000,43.799999,42.369999,42.830002,42.830002,6177900
2019-11-05,42.400002,43.090000,41.250000,41.369999,41.369999,6618200
2019-11-06,40.599998,43.275002,40.480000,42.919998,42.919998,9550000
2019-11-07,43.310001,43.639999,42.270000,43.290001,43.290001,6012800
2019-11-08,43.230000,43.380001,42.529999,43.230000,43.230000,4860400
2019-11-11,42.849998,43.009998,41.799999,42.970001,42.970001,3839900
2019-11-12,42.740002,43.450001,42.200001,42.330002,42.330002,4293400
2019-11-13,42.200001,43.430000,42.009998,43.299999,43.299999,3993200
2019-11-14,42.830002,42.910000,40.650002,41.919998,41.919998,8868300
2019-11-15,42.180000,43.930000,41.730000,43.040001,43.040001,7362600
2019-11-18,43.290001,45.360001,42.799999,44.860001,44.860001,9062500
2019-11-19,45.000000,45.000000,43.810001,44.150002,44.150002,3740700
2019-11-20,44.000000,44.540001,42.770000,43.950001,43.950001,7547700
2019-11-21,44.240002,46.830002,44.099998,46.759998,46.759998,10806900
2019-11-22,46.700001,47.200001,46.230000,46.459999,46.459999,6344600
2019-11-25,46.500000,49.330002,46.470001,48.939999,48.939999,9645800
2019-11-26,48.490002,49.785000,48.169998,49.000000,49.000000,6769300
2019-11-27,49.290001,49.750000,48.799999,49.369999,49.369999,3044300
2019-11-29,49.000000,49.689999,48.650002,48.980000,48.980000,1702300
2019-12-02,49.080002,49.110001,47.169998,47.389999,47.389999,4324500
2019-12-03,46.549999,47.560001,46.080002,47.509998,47.509998,2870100
2019-12-04,47.810001,48.082001,46.939999,47.314999,47.314999,3144800
2019-12-05,47.090000,47.180000,44.049999,45.064999,45.064999,13027800
2019-12-06,45.000000,45.450001,44.169998,45.200001,45.200001,5043100
2019-12-09,45.200001,46.090000,44.880001,45.419998,45.419998,2771000
2019-12-10,45.689999,45.689999,45.070000,45.259998,45.259998,2888300
2019-12-11,45.369999,47.550999,45.279999,47.360001,47.360001,3803000
2019-12-12,47.230000,47.439999,46.470001,46.599998,46.599998,4694700
2019-12-13,46.740002,47.669998,46.599998,46.750000,46.750000,3011700
2019-12-16,47.060001,49.307999,46.980000,47.930000,47.930000,9094200
2019-12-17,48.240002,48.250000,47.220001,47.500000,47.500000,4077800
2019-12-18,47.270000,47.639999,46.849998,47.009998,47.009998,3577200
2019-12-19,46.790001,47.000000,46.020000,46.279999,46.279999,4477700
2019-12-20,46.250000,48.540001,46.220001,47.919998,47.919998,16993300
2019-12-23,47.910000,48.000000,45.259998,45.540001,45.540001,10834700
2019-12-24,45.619999,46.200001,45.610001,45.700001,45.700001,2512000
2019-12-26,45.700001,45.810001,45.009998,45.730000,45.730000,5179100
2019-12-27,45.900002,46.200001,45.169998,45.840000,45.840000,4454600
2019-12-30,45.599998,45.674000,43.049999,43.500000,43.500000,8655100
2019-12-31,43.000000,43.605000,42.776001,43.020000,43.020000,5499600
2020-01-02,43.220001,44.070000,43.165001,43.580002,43.580002,3912100
2020-01-03,42.849998,43.360001,42.233002,43.189999,43.189999,4407200
2020-01-06,42.790001,43.810001,42.380001,43.099998,43.099998,4964600
2020-01-07,43.180000,44.700001,43.029999,44.250000,44.250000,4773500
2020-01-08,44.139999,45.740002,43.869999,45.080002,45.080002,5636300
2020-01-09,45.160000,45.959999,44.520000,45.590000,45.590000,4640800
2020-01-10,45.590000,46.240002,45.360001,46.060001,46.060001,4512000
2020-01-13,46.310001,46.450001,45.130001,46.349998,46.349998,3796300
2020-01-14,46.360001,48.000000,46.259998,47.680000,47.680000,4940500
2020-01-15,47.639999,48.060001,46.840000,47.080002,47.080002,3179900
2020-01-16,47.549999,47.549999,46.110001,46.830002,46.830002,3354500
2020-01-17,47.000000,47.000000,46.020000,46.520000,46.520000,3498700
2020-01-21,46.500000,48.770000,46.360001,47.980000,47.980000,6253100
2020-01-22,48.189999,48.950001,47.320000,47.470001,47.470001,4134700
2020-01-23,47.480000,48.919998,47.099998,48.480000,48.480000,4143100
2020-01-24,48.669998,49.540001,47.619999,48.430000,48.430000,5475100
2020-01-27,46.830002,47.650002,46.130001,47.360001,47.360001,3803000
2020-01-28,47.770000,48.349998,47.459999,48.209999,48.209999,2876600
2020-01-29,47.970001,48.639999,46.360001,46.840000,46.840000,7489400
2020-01-30,46.650002,47.889999,46.500000,47.790001,47.790001,3100600
2020-01-31,47.410000,47.669998,46.480000,47.480000,47.480000,4001500
2020-02-03,47.630001,48.590000,47.320000,47.959999,47.959999,2659500
2020-02-04,48.500000,50.959999,48.110001,50.000000,50.000000,8123600
2020-02-05,50.400002,50.470001,47.700001,48.060001,48.060001,6061900
2020-02-06,48.450001,48.669998,46.830002,47.419998,47.419998,7127500
2020-02-07,49.099998,50.040001,47.580002,49.919998,49.919998,12516200
2020-02-10,50.820000,53.919998,50.330002,53.720001,53.720001,15370400
2020-02-11,54.490002,54.500000,52.919998,53.939999,53.939999,20414400
2020-02-12,51.250000,51.299999,48.419998,48.459999,48.459999,36622800
2020-02-13,48.450001,49.389999,47.000000,47.029999,47.029999,15660200
2020-02-14,47.119999,47.150002,44.680000,44.689999,44.689999,21569300
2020-02-18,44.590000,45.430000,44.070000,45.099998,45.099998,8393100
2020-02-19,45.259998,46.330002,44.439999,46.240002,46.240002,7439100
2020-02-20,46.000000,46.759998,44.578999,45.470001,45.470001,8489100
2020-02-21,45.230000,45.560001,44.529999,44.700001,44.700001,4305700
2020-02-24,42.090000,42.610001,41.000000,42.520000,42.520000,11644600
2020-02-25,43.340000,44.180000,41.599998,41.820000,41.820000,11628300
2020-02-26,41.919998,42.160000,39.310001,39.860001,39.860001,12062400
2020-02-27,37.619999,39.500000,35.000000,37.779999,37.779999,14781800
2020-02-28,36.009998,38.119999,35.860001,38.119999,38.119999,9356600
2020-03-02,38.490002,38.490002,36.099998,36.910000,36.910000,11296300
2020-03-03,37.310001,38.230000,35.209999,36.970001,36.970001,10440900
2020-03-04,38.119999,41.299999,37.439999,40.270000,40.270000,14959900
2020-03-05,38.735001,39.470001,36.570000,37.080002,37.080002,11190300
2020-03-06,35.990002,37.980000,35.459999,36.020000,36.020000,9436000
2020-03-09,32.490002,34.650002,31.639999,32.810001,32.810001,8987200
2020-03-10,34.150002,34.641998,30.606001,32.889999,32.889999,9774800
2020-03-11,31.490000,31.799999,26.683001,29.010000,29.010000,19837300
2020-03-12,24.370001,26.400000,23.870001,23.879999,23.879999,13630900
2020-03-13,25.500000,25.590000,22.636000,24.170000,24.170000,12495000
2020-03-16,20.200001,21.400000,18.809999,19.120001,19.120001,14451100
2020-03-17,19.379999,20.570000,16.500000,18.660000,18.660000,18864800
2020-03-18,17.160000,17.870001,14.562000,16.049999,16.049999,16577200
2020-03-19,16.299999,21.980000,15.320000,20.700001,20.700001,20139200
2020-03-20,22.379999,24.860001,20.750000,21.270000,21.270000,17599300
2020-03-23,20.733999,22.799999,19.139999,22.610001,22.610001,10885100
2020-03-24,24.580000,27.420000,23.490000,27.059999,27.059999,12634400
2020-03-25,27.389999,30.920000,26.530001,27.950001,27.950001,14107700
2020-03-26,28.559999,30.670000,27.950001,29.940001,29.940001,9461800
2020-03-27,28.240000,29.150000,26.930000,27.600000,27.600000,10169000
2020-03-30,26.809999,28.389999,25.299999,26.920000,26.920000,8729500
2020-03-31,26.700001,28.000000,26.200001,26.850000,26.850000,5773200
2020-04-01,25.600000,26.110001,23.379999,23.500000,23.500000,8898400
2020-04-02,23.030001,24.049999,21.620001,22.450001,22.450001,11528200
2020-04-03,22.440001,23.030001,20.840000,22.000000,22.000000,7375600
2020-04-06,23.650000,25.959999,23.340000,25.730000,25.730000,9557300
2020-04-07,28.120001,29.760000,26.360001,27.500000,27.500000,13303100
2020-04-08,28.350000,29.780001,27.299999,29.639999,29.639999,8914400
2020-04-09,30.280001,32.299999,29.809999,30.330000,30.330000,11335800
2020-04-13,30.280001,31.190001,29.030001,30.660000,30.660000,6697400
2020-04-14,31.230000,32.180000,29.740000,30.500000,30.500000,5713400
2020-04-15,29.270000,29.450001,28.270000,28.389999,28.389999,6825200
2020-04-16,28.450001,28.700001,27.014999,27.139999,27.139999,6881400
2020-04-17,28.830000,29.969999,28.230000,29.070000,29.070000,8437400
2020-04-20,28.200001,30.299999,28.010000,30.100000,30.100000,6190400
2020-04-21,29.959999,30.430000,28.799999,29.250000,29.250000,5670000
2020-04-22,29.799999,30.850000,29.120001,30.700001,30.700001,4311000
2020-04-23,30.940001,31.780001,30.040001,30.090000,30.090000,5174200
2020-04-24,30.510000,31.990000,29.830000,31.959999,31.959999,4926500
2020-04-27,32.270000,34.840000,32.020000,34.320000,34.320000,9839300
2020-04-28,35.000000,35.110001,32.419998,32.740002,32.740002,7842500
2020-04-29,33.730000,34.709999,33.060001,34.060001,34.060001,6245200
2020-04-30,33.450001,34.369999,32.419998,32.830002,32.830002,4624500
2020-05-01,31.219999,31.889999,29.350000,29.605000,29.605000,7339100
2020-05-04,28.780001,29.000000,26.270000,27.030001,27.030001,13393000
2020-05-05,27.799999,28.440001,26.551001,26.680000,26.680000,10336200
2020-05-06,26.490000,26.670000,25.190001,26.120001,26.120001,17790700
2020-05-07,30.280001,33.580002,29.510000,31.780001,31.780001,34466300
2020-05-08,32.230000,33.560001,32.230000,32.730000,32.730000,11886600
2020-05-11,31.799999,32.150002,30.620001,31.360001,31.360001,12014700
2020-05-12,31.090000,32.080002,29.350000,29.530001,29.530001,13414500
2020-05-13,29.750000,29.900000,27.110001,28.370001,28.370001,15032500
2020-05-14,27.700001,27.965000,26.129999,27.719999,27.719999,12560300
2020-05-15,27.520000,28.260000,26.930000,28.150000,28.150000,6881200
2020-05-18,29.870001,31.080000,29.389999,30.430000,30.430000,11935000
2020-05-19,30.480000,31.639999,29.559999,30.690001,30.690001,8398900
2020-05-20,31.400000,31.950001,30.080000,30.820000,30.820000,8503900
2020-05-21,30.740000,30.910000,29.570000,30.389999,30.389999,6281300
2020-05-22,30.309999,31.270000,29.570000,31.260000,31.260000,6699300
2020-05-26,32.480000,33.180000,31.400000,32.470001,32.470001,9085100
2020-05-27,32.950001,33.884998,31.389999,33.750000,33.750000,9270500
2020-05-28,33.419998,33.564999,31.520000,31.730000,31.730000,6816200
2020-05-29,31.459999,32.040001,30.620001,31.260000,31.260000,6817100
2020-06-01,30.930000,32.666000,30.549999,32.590000,32.590000,8371200
2020-06-02,32.799999,33.009998,31.500000,31.680000,31.680000,6809800
2020-06-03,33.730000,35.562000,33.500000,34.439999,34.439999,16778400
2020-06-04,34.709999,36.750000,34.096001,36.075001,36.075001,11770300
2020-06-05,37.919998,39.650002,37.860001,38.610001,38.610001,12285300
2020-06-08,39.930000,41.189999,39.230000,40.980000,40.980000,11217900
2020-06-09,39.750000,40.090000,38.779999,39.209999,39.209999,7989400
2020-06-10,39.410000,39.610001,37.599998,38.560001,38.560001,9524800
2020-06-11,36.169998,37.660000,35.049999,35.320000,35.320000,12443600
2020-06-12,37.250000,37.490002,35.950001,36.889999,36.889999,12055200
2020-06-15,35.400002,36.410000,34.417999,36.209999,36.209999,19440700
2020-06-16,38.099998,38.380001,36.419998,36.709999,36.709999,9045000
2020-06-17,36.869999,36.919998,35.314999,35.320000,35.320000,6225900
2020-06-18,35.049999,36.049999,34.799999,35.830002,35.830002,5841900
2020-06-19,36.369999,37.080002,34.639999,34.820000,34.820000,8550600
2020-06-22,34.799999,34.930000,32.950001,34.250000,34.250000,9522400
2020-06-23,34.709999,35.730000,34.189999,35.599998,35.599998,7034400
2020-06-24,35.080002,35.334999,32.740002,32.794998,32.794998,11275400
2020-06-25,32.340000,33.417000,31.930000,33.189999,33.189999,9310000
2020-06-26,32.869999,33.169998,31.830000,32.270000,32.270000,11900900
2020-06-29,32.340000,33.380001,31.040001,33.060001,33.060001,6745800
2020-06-30,32.770000,33.340000,32.220001,33.009998,33.009998,5410000
2020-07-01,33.209999,33.669998,31.830000,32.000000,32.000000,6358900
2020-07-02,32.720001,33.389999,31.680000,31.820000,31.820000,6162500
2020-07-06,32.840000,33.500000,32.049999,33.220001,33.220001,8338900
2020-07-07,32.759998,32.895000,30.860001,30.940001,30.940001,9092900
2020-07-08,31.070000,32.340000,30.709999,32.180000,32.180000,7687900
2020-07-09,32.139999,32.160000,29.620001,29.900000,29.900000,9671600
2020-07-10,30.049999,30.860001,29.360001,30.700001,30.700001,6055800
2020-07-13,30.860001,31.200001,28.680000,28.809999,28.809999,9037100
2020-07-14,28.410000,28.420000,27.510000,27.920000,27.920000,9524300
2020-07-15,28.879999,30.825001,28.790001,30.780001,30.780001,11125400
2020-07-16,30.139999,30.180000,28.780001,29.580000,29.580000,7299500
2020-07-17,29.590000,30.150000,29.110001,29.730000,29.730000,5232400
2020-07-20,29.559999,30.639999,29.209999,30.570000,30.570000,5673900
2020-07-21,30.840000,31.270000,30.180000,30.490000,30.490000,5487400
2020-07-22,30.155001,30.930000,30.049999,30.840000,30.840000,5087200
2020-07-23,30.610001,31.680000,30.260000,30.860001,30.860001,6052400
2020-07-24,30.500000,30.610001,29.090000,30.420000,30.420000,7728400
2020-07-27,30.559999,30.690001,29.440001,29.889999,29.889999,4445900
2020-07-28,29.700001,30.049999,29.350000,29.490000,29.490000,4018700
2020-07-29,29.740000,30.129999,29.434999,29.889999,29.889999,3932400
2020-07-30,29.340000,29.549999,28.690001,29.480000,29.480000,5664800
2020-07-31,29.700001,29.806999,28.680000,29.230000,29.230000,5466800
2020-08-03,29.250000,29.360001,28.660000,29.090000,29.090000,4203900
2020-08-04,29.000000,30.580000,28.950001,30.500000,30.500000,7333200
2020-08-05,30.750000,31.030001,30.260000,30.889999,30.889999,4281000
2020-08-06,30.730000,32.775002,30.690001,32.340000,32.340000,7581200
2020-08-07,31.139999,31.139999,29.510000,30.190001,30.190001,11184600
2020-08-10,30.270000,31.600000,29.530001,31.049999,31.049999,11740900
2020-08-11,30.719999,31.450001,30.430000,30.650000,30.650000,9798200
2020-08-12,30.990000,31.620001,30.350000,30.520000,30.520000,12286600
2020-08-13,29.690001,29.879999,28.730000,28.879999,28.879999,18662700
2020-08-14,28.549999,28.980000,28.070000,28.510000,28.510000,9606500
2020-08-17,28.358999,28.419001,26.520000,27.170000,27.170000,14004400
2020-08-18,27.153000,28.030001,26.959999,27.940001,27.940001,11469800
2020-08-19,27.733999,28.700001,27.719999,28.139999,28.139999,7487700
2020-08-20,27.799999,30.910000,25.740000,29.760000,29.760000,56019000
2020-08-21,29.459999,30.230000,28.629999,28.930000,28.930000,12728300
2020-08-24,29.049999,29.267000,28.250000,28.980000,28.980000,6044400
2020-08-25,28.940001,29.190001,28.469999,29.010000,29.010000,5067500
2020-08-26,29.000000,29.940001,28.900000,29.520000,29.520000,6895000
2020-08-27,29.680000,29.799999,28.945000,29.700001,29.700001,6494500
2020-08-28,29.990000,30.820000,29.709999,30.770000,30.770000,7747700
2020-08-31,30.639999,30.865999,29.594999,29.670000,29.670000,4815200
2020-09-01,29.530001,29.870001,28.930000,29.430000,29.430000,5622000
2020-09-02,29.400000,29.535000,28.290001,28.610001,28.610001,9083400
2020-09-03,28.780001,29.350000,28.040001,28.559999,28.559999,10351100
2020-09-04,28.629999,29.170000,27.170000,28.969999,28.969999,7066400
2020-09-08,28.230000,30.950001,28.040001,30.100000,30.100000,10688900
2020-09-09,29.809999,30.500000,29.240000,29.870001,29.870001,8865200
2020-09-10,30.209999,31.200001,29.330000,29.510000,29.510000,8130600
2020-09-11,29.770000,31.207001,29.570000,30.760000,30.760000,9865700
2020-09-14,30.830000,32.154999,30.830000,31.969999,31.969999,9740000
2020-09-15,32.259998,32.270000,30.049999,30.230000,30.230000,14197200
2020-09-16,30.160000,31.100000,30.160000,30.700001,30.700001,8438100
2020-09-17,30.000000,31.370001,29.580000,31.240000,31.240000,9536700
2020-09-18,31.240000,31.290001,30.190001,30.590000,30.590000,8020000
2020-09-21,29.540001,29.791000,28.440001,28.900000,28.900000,9288300
2020-09-22,29.170000,29.172001,28.000000,28.309999,28.309999,9349500
2020-09-23,28.270000,28.559999,26.959999,26.969999,26.969999,6471800
2020-09-24,26.860001,27.469999,26.510000,26.770000,26.770000,8672100
2020-09-25,26.660000,27.530001,26.520000,27.530001,27.530001,5470400
2020-09-28,28.139999,28.445000,27.715000,28.049999,28.049999,7257100
2020-09-29,27.950001,27.950001,27.122000,27.139999,27.139999,5938600
2020-09-30,27.360001,28.110001,27.340000,27.549999,27.549999,7196300
2020-10-01,28.000000,28.360001,27.565001,27.809999,27.809999,7132300
2020-10-02,26.900000,27.940001,26.750000,27.629999,27.629999,6786200
2020-10-05,27.830000,28.059999,26.650000,26.690001,26.690001,10741000
2020-10-06,27.080000,27.370001,26.240000,26.410000,26.410000,9303900
2020-10-07,26.750000,26.900000,26.110001,26.270000,26.270000,10848600
2020-10-08,26.469999,27.590000,26.370001,27.209999,27.209999,13330700
